strain	study	continent	region	lineage	spoligotype	res_profile	INH	STR	RIF	EMB	ETH	PZA	OFL	KAN	num_res	country	date
ERR108507	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR108510	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Russia	2009-XX-XX
ERR108511	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR108514	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	1	0	1	6	Russia	2008-XX-XX
ERR108515	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2008-XX-XX
ERR117453	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR117454	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Russia	2009-XX-XX
ERR117462	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2009-XX-XX
ERR117463	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	1	0	5	Russia	2009-XX-XX
ERR117464	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Russia	2009-XX-XX
ERR133800	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H1	preXDR	1	1	1	1	0	0	0	1	5	Russia	2008-XX-XX
ERR133844	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2008-XX-XX
ERR133848	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR133854	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR133861	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2008-XX-XX
ERR133873	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2008-XX-XX
ERR133884	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Russia	2008-XX-XX
ERR133890	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2008-XX-XX
ERR133892	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2008-XX-XX
ERR133896	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Russia	2008-XX-XX
ERR133899	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR133900	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Russia	2009-XX-XX
ERR133901	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR133903	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM9	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR133908	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR133910	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	1	1	0	5	Russia	2009-XX-XX
ERR133918	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR133942	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H1	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR133951	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR133984	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR137206	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	Russia	2009-XX-XX
ERR137218	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR137219	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR137223	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	1	1	0	5	Russia	2009-XX-XX
ERR137229	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	1	0	7	Russia	2009-XX-XX
ERR137234	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR137248	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	1	1	0	5	Russia	2009-XX-XX
ERR137264	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	1	0	7	Russia	2009-XX-XX
ERR137265	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	Russia	2009-XX-XX
ERR137282	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Russia	2009-XX-XX
ERR137284	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM9	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR144542	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Russia	2009-XX-XX
ERR144543	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR144551	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR144558	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR144572	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR144574	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR144589	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	20XX-XX-XX
ERR144593	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR144595	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Russia	2009-XX-XX
ERR144596	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR144601	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	1	0	7	Russia	20XX-XX-XX
ERR144607	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR144622	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	1	0	6	Russia	2009-XX-XX
ERR144636	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR158578	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR158579	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM9	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR158580	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2009-XX-XX
ERR158585	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR158587	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR158596	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	1	0	7	Russia	2009-XX-XX
ERR227982	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR227983	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2010-XX-XX
ERR227996	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2010-XX-XX
ERR228024	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2010-XX-XX
ERR228042	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2010-XX-XX
ERR228049	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2010-XX-XX
ERR228050	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2010-XX-XX
ERR228051	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Russia	2010-XX-XX
ERR228059	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2010-XX-XX
ERR229915	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2010-XX-XX
ERR229929	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Russia	2010-XX-XX
ERR229947	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2010-XX-XX
ERR229955	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2010-XX-XX
ERR229960	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2010-XX-XX
ERR229962	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2010-XX-XX
ERR229965	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2010-XX-XX
ERR229968	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	1	0	7	Russia	2010-XX-XX
ERR229969	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2010-XX-XX
ERR229993	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2010-XX-XX
ERR230000	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2010-XX-XX
ERR230009	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Russia	20XX-XX-XX
ERR234560	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR234568	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR234576	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR234584	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Russia	2008-XX-XX
ERR234590	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR234597	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2008-XX-XX
ERR234598	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR234630	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2008-XX-XX
ERR234639	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Russia	2008-XX-XX
ERR234643	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	1	0	7	Russia	2009-XX-XX
ERR234644	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Russia	2008-XX-XX
ERR234668	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Russia	2010-XX-XX
ERR234688	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2010-XX-XX
ERR551956	Merker et al., 2015	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2006-XX-XX
ERR552141	Merker et al., 2015	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	1995-XX-XX
PRJNA200325	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA200327	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA200330	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2012-XX-XX
PRJNA200332	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229572	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2012-XX-XX
PRJNA229573	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2011-XX-XX
PRJNA229575	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2011-XX-XX
PRJNA229578	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229580	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2011-XX-XX
PRJNA229582	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2011-XX-XX
PRJNA229584	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2011-XX-XX
PRJNA229587	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2012-XX-XX
PRJNA229593	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229597	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2012-XX-XX
PRJNA229598	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2012-XX-XX
PRJNA229599	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2011-XX-XX
PRJNA229603	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2012-XX-XX
PRJNA229611	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	1	0	6	Belarus	2013-XX-XX
PRJNA229615	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	ATYPIC	preXDR	1	1	1	0	0	0	1	0	4	Belarus	2012-XX-XX
PRJNA229618	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2011-XX-XX
PRJNA229619	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Belarus	2012-XX-XX
PRJNA229621	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2011-XX-XX
PRJNA229625	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2012-XX-XX
PRJNA229626	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2012-XX-XX
PRJNA229627	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2012-XX-XX
PRJNA229631	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Belarus	2012-XX-XX
PRJNA229634	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2013-XX-XX
PRJNA229639	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	Belarus	2012-XX-XX
PRJNA229655	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229662	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	Belarus	2011-XX-XX
PRJNA229666	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229679	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229682	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2012-XX-XX
PRJNA229687	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229693	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229696	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	Belarus	2013-XX-XX
PRJNA229703	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	Belarus	2012-XX-XX
PRJNA229714	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	Belarus	2011-XX-XX
PRJNA229716	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Belarus	2012-XX-XX
PRJNA229717	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Belarus	2011-XX-XX
PRJNA229718	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2010-XX-XX
PRJNA229720	TBARC.Belarus	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	0	0	1	5	Belarus	2012-XX-XX
PRJNA229727	TBARC.Belarus	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Belarus	2010-XX-XX
PRJNA233350	TBARC.Romania	Europe	Eastern_Europe	LIN-4	S	preXDR	1	1	1	1	1	0	1	0	6	Romania	2013-XX-XX
PRJNA233352	TBARC.Romania	Europe	Eastern_Europe	LIN-4	S	preXDR	1	1	1	1	1	0	0	1	6	Romania	2013-XX-XX
PRJNA233356	TBARC.Romania	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	0	0	1	5	Romania	2012-XX-XX
PRJNA233360	TBARC.Romania	Europe	Eastern_Europe	LIN-4	H3	preXDR	1	1	1	1	0	0	0	1	5	Romania	2013-XX-XX
PRJNA233362	TBARC.Romania	Europe	Eastern_Europe	LIN-4	H1	preXDR	1	1	1	1	0	0	1	0	5	Romania	2013-XX-XX
PRJNA233364	TBARC.Romania	Europe	Eastern_Europe	LIN-4	T2	preXDR	1	1	1	1	1	0	0	1	6	Romania	2013-XX-XX
PRJNA233368	TBARC.Romania	Europe	Eastern_Europe	LIN-4	H1	preXDR	1	0	1	0	0	1	0	1	4	Romania	2013-XX-XX
PRJNA233372	TBARC.Romania	Europe	Eastern_Europe	LIN-4	S	preXDR	1	1	1	1	1	0	1	0	6	Romania	2013-XX-XX
PRJNA233374	TBARC.Romania	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	1	1	0	6	Romania	2013-XX-XX
PRJNA233375	TBARC.Romania	Europe	Eastern_Europe	LIN-4	S	preXDR	1	1	1	1	1	0	0	1	6	Romania	2013-XX-XX
PRJNA233376	TBARC.Romania	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	0	1	1	0	6	Romania	2013-XX-XX
PRJNA233377	TBARC.Romania	Europe	Eastern_Europe	LIN-4	T1	preXDR	1	1	1	1	1	1	1	0	7	Romania	2013-XX-XX
PRJNA233378	TBARC.Romania	Europe	Eastern_Europe	LIN-4	H1	preXDR	1	0	1	0	0	1	0	1	4	Romania	2013-XX-XX
PRJNA233379	TBARC.Romania	Europe	Eastern_Europe	LIN-4	T3	preXDR	1	1	1	1	0	0	1	0	5	Romania	2013-XX-XX
PRJNA234552	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	0	1	4	Moldova	2010-XX-XX
PRJNA234574	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Moldova	2010-XX-XX
PRJNA234575	TBARC.Moldova	Europe	Eastern_Europe	LIN-4	H3	preXDR	1	1	1	0	0	0	1	0	4	Moldova	2010-XX-XX
PRJNA234582	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Moldova	2010-XX-XX
PRJNA234596	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Moldova	2010-XX-XX
PRJNA234616	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Moldova	2010-XX-XX
PRJNA234638	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Moldova	2010-XX-XX
PRJNA234653	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Moldova	2010-XX-XX
ERR028619	Bryant et al., 2013	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Estonia	2005-XX-XX
ERR029209	Bryant et al., 2013	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	Estonia	2005-XX-XX
ERR158606	Casali et al., 2014	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	UK	2011-XX-XX
PRJNA229216	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Sweden	2003-XX-XX
PRJNA229219	TBARC.Sweden	Europe	Northern_Europe	LIN-4	T2,X1	preXDR	1	1	1	0	0	0	1	0	4	Sweden	2004-XX-XX
PRJNA229222	TBARC.Sweden	Europe	Northern_Europe	LIN-3	CAS1-Delhi	preXDR	1	1	1	0	1	1	1	0	6	Sweden	2004-XX-XX
PRJNA229224	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Sweden	2004-XX-XX
PRJNA229227	TBARC.Sweden	Europe	Northern_Europe	LIN-3	CAS1-Delhi	preXDR	1	1	1	0	1	1	1	0	6	Sweden	2005-XX-XX
PRJNA229234	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Sweden	2006-XX-XX
PRJNA229255	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	Sweden	2007-XX-XX
PRJNA229267	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Sweden	2008-XX-XX
PRJNA229269	TBARC.Sweden	Europe	Northern_Europe	LIN-4	LAM9	preXDR	1	1	1	1	0	1	0	1	6	Sweden	2008-XX-XX
PRJNA229276	TBARC.Sweden	Europe	Northern_Europe	LIN-4	S	preXDR	1	1	1	1	0	0	0	1	5	Sweden	2008-XX-XX
PRJNA229296	TBARC.Sweden	Europe	Northern_Europe	LIN-1	EAI1-SOM	preXDR	1	1	1	1	1	1	1	0	7	Sweden	2010-XX-XX
PRJNA229304	TBARC.Sweden	Europe	Northern_Europe	LIN-4	X2	preXDR	1	0	1	0	0	0	0	1	3	Sweden	2010-XX-XX
PRJNA229319	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	0	1	4	Sweden	2011-XX-XX
PRJNA229329	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Sweden	2011-XX-XX
PRJNA229330	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	Sweden	2011-XX-XX
PRJNA229332	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	0	1	4	Sweden	2011-XX-XX
