,strain,study,continent,region,lineage,spoligotype,res_profile,INH,STR,RIF,EMB,ETH,PZA,OFL,KAN,num_res,country,date,Original_ID,Sample_Type,Sample_source,CT,starting_quant,Primer_Conc,NGS_Run_ID,numreads,covbases,coverage,meandepth,mykrobe_lineage,Template_dilution,Amikacin,Capreomycin,Ciprofloxacin,Delamanid,Levofloxacin,Linezolid,Moxifloxacin,NA
1480,ERR046789,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,ERR046790,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,ERR046792,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,ERR046793,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,ERR046794,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,ERR046795,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,ERR046800,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,ERR046825,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,X2,polyDR,0,0,1,0,1,0,0,0,2,UK,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,ERR046911,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,ERR046913,"Walker et al., 2013",Europe,Northern_Europe,LIN-4,T1,polyDR,0,1,1,1,0,0,1,0,4,UK,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,PRJNA229232,TBARC.Sweden,Europe,Northern_Europe,LIN-4,H4,polyDR,0,0,1,1,0,0,0,0,2,Sweden,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,ERR028609,"Bryant et al., 2013",Europe,Northern_Europe,LIN-2,Beijing,polyDR,1,1,0,0,1,0,0,0,3,Estonia,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,PRJNA229206,TBARC.Sweden,Europe,Northern_Europe,LIN-4,"T2,X1",polyDR,1,1,0,0,0,0,1,0,3,Sweden,2003-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,PRJNA229223,TBARC.Sweden,Europe,Northern_Europe,LIN-2,Beijing,polyDR,1,1,0,1,0,0,0,1,4,Sweden,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,PRJNA229297,TBARC.Sweden,Europe,Northern_Europe,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Sweden,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,ERR552190,"Merker et al., 2015",Asia,Southeastern_Asia,LIN-2,Beijing,polyDR,0,1,0,0,1,0,0,0,2,Thailand,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,ERR550940,"Merker et al., 2015",Asia,Southeastern_Asia,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Thailand,2011-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,ERR551155,"Merker et al., 2015",Asia,Southeastern_Asia,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Thailand,2011-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,ERR551694,"Merker et al., 2015",Asia,Southeastern_Asia,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Vietnam,2002-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,ERR552549,"Merker et al., 2015",Asia,Southeastern_Asia,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Thailand,2011-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,PRJNA228160,TBARC.MRC,Africa,Southern_Africa,LIN-2,Beijing,polyDR,0,1,1,0,0,0,0,0,2,South Africa,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,PRJNA235566,"Cohen et al., 2015",Africa,Southern_Africa,LIN-2,Beijing,polyDR,0,0,1,0,0,0,0,1,2,South Africa,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,PRJNA235572,"Cohen et al., 2015",Africa,Southern_Africa,LIN-2,Beijing,polyDR,0,0,1,1,0,0,0,0,2,South Africa,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,PRJNA198107,"Cohen et al., 2015",Africa,Southern_Africa,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,South Africa,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,PRJNA198110,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,T1,polyDR,1,0,0,1,0,0,0,0,2,South Africa,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,PRJNA198111,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,LAM3,polyDR,1,1,0,0,0,0,0,0,2,South Africa,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,PRJNA198118,"Cohen et al., 2015",Africa,Southern_Africa,LIN-3,CAS1-Kili,polyDR,1,1,0,1,0,0,0,0,3,South Africa,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,PRJNA198129,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,X3,polyDR,1,1,0,0,0,0,0,0,2,South Africa,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,PRJNA198132,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,T5-RUS1,polyDR,1,0,0,0,1,0,0,0,2,South Africa,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,PRJNA198141,"Cohen et al., 2015",Africa,Southern_Africa,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,South Africa,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,PRJNA198144,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,LAM3,polyDR,1,1,0,0,0,0,0,0,2,South Africa,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,PRJNA228070,TBARC.MRC,Africa,Southern_Africa,LIN-3,CAS1-Kili,polyDR,1,1,0,1,0,0,0,0,3,South Africa,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,PRJNA235399,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,LAM3,polyDR,1,1,0,0,0,0,0,0,2,South Africa,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,PRJNA235400,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,LAM3,polyDR,1,1,0,0,0,0,0,0,2,South Africa,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,PRJNA235612,"Cohen et al., 2015",Africa,Southern_Africa,LIN-4,LAM4,polyDR,1,1,0,1,0,0,0,0,3,South Africa,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,PRJNA235640,TBARC.India,Asia,Southern_Asia,LIN-1,EAI3-IND,polyDR,1,1,0,0,0,0,0,0,2,India,2001-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,PRJNA235765,TBARC.India,Asia,Southern_Asia,LIN-1,EAI5,polyDR,1,0,0,0,1,0,0,0,2,India,2003-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,PRJNA235776,TBARC.India,Asia,Southern_Asia,LIN-1,EAI1-SOM,polyDR,1,1,0,0,0,0,0,0,2,India,2003-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,PRJNA235813,TBARC.India,Asia,Southern_Asia,LIN-3,CAS2,polyDR,1,1,0,0,0,0,0,0,2,India,2003-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,PRJNA235814,TBARC.India,Asia,Southern_Asia,LIN-1,EAI5,polyDR,1,1,0,0,0,0,0,0,2,India,2003-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,PRJNA235825,TBARC.India,Asia,Southern_Asia,LIN-1,EAI3-IND,polyDR,1,1,0,0,0,0,0,0,2,India,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,PRJNA235850,TBARC.India,Asia,Southern_Asia,LIN-1,EAI5,polyDR,1,0,0,1,0,0,0,0,2,India,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,PRJNA237414,TBARC.Iran,Asia,Southern_Asia,LIN-2,Beijing,polyDR,1,1,0,1,0,0,1,0,4,Iran,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,ERR275208,"Perdigao et al., 2014",Europe,Southern_Europe,LIN-4,X1,polyDR,0,1,1,0,0,0,0,0,2,Portugal,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,ERR275194,"Perdigao et al., 2014",Europe,Southern_Europe,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Portugal,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,ERR275200,"Perdigao et al., 2014",Europe,Southern_Europe,LIN-4,LAM1,polyDR,1,1,0,0,0,0,0,0,2,Portugal,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,ERR275201,"Perdigao et al., 2014",Europe,Southern_Europe,LIN-4,LAM4,polyDR,1,1,0,0,1,0,0,0,3,Portugal,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,ERR275205,"Perdigao et al., 2014",Europe,Southern_Europe,LIN-3,CAS1-Delhi,polyDR,1,1,0,0,0,0,0,0,2,Portugal,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,ERR234203,"Comas et al., 2013",Africa,West_Africa,LIN-4,X3,polyDR,1,1,0,0,0,0,0,0,2,Ghana,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,PRJNA211654,"Winglee et al., 2015",Africa,West_Africa,LIN-4,T1,polyDR,1,1,0,0,0,0,0,0,2,Mali,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,PRJNA211698,"Winglee et al., 2015",Africa,West_Africa,LIN-4,T5-Madrid2,polyDR,1,1,0,0,0,0,0,0,2,Mali,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,PRJNA211702,"Winglee et al., 2015",Africa,West_Africa,LIN-6,AFRI_1,polyDR,1,0,0,1,0,0,1,0,3,Mali,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,ERR025439,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,polyDR,1,1,0,0,1,0,0,0,3,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,ERR026476,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T3-ETH,polyDR,1,1,0,0,0,0,0,0,2,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,ERR029204,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T3-ETH,polyDR,1,1,0,0,0,0,0,0,2,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,ERR552555,"Merker et al., 2015",Europe,Western_Europe,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Germany,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,ERR552949,"Merker et al., 2015",Europe,Western_Europe,LIN-2,Beijing,polyDR,1,1,0,0,0,0,0,0,2,Germany,2002-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,ERR550778,"Merker et al., 2015",Asia,Central_Asia,LIN-2,Beijing,preXDR,1,1,1,0,1,0,0,1,5,Uzbekistan,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,ERR552580,"Merker et al., 2015",Asia,Central_Asia,LIN-2,Beijing,preXDR,1,1,1,1,1,0,0,1,6,Uzbekistan,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,ERR553098,"Merker et al., 2015",Asia,Central_Asia,LIN-2,Beijing,preXDR,1,1,1,1,1,1,0,1,7,Uzbekistan,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,ERR553251,"Merker et al., 2015",Asia,Central_Asia,LIN-2,Beijing,preXDR,1,1,1,0,0,1,0,1,5,Uzbekistan,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,PRJNA223582,TBARC.CDRC,Africa,Eastern_Africa,LIN-2,Beijing,preXDR,1,1,1,1,0,0,1,0,5,Uganda,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,PRJNA223595,TBARC.CDRC,Africa,Eastern_Africa,LIN-4,T1,preXDR,1,1,1,1,0,0,1,0,5,Uganda,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,PRJNA233345,TBARC.CDRC,Africa,Eastern_Africa,LIN-2,Beijing,preXDR,1,1,1,1,0,0,1,0,5,Uganda,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,PRJNA219753,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,1,0,4,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,PRJNA219754,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,1,0,4,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,PRJNA219755,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,0,0,0,1,5,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,PRJNA219756,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,1,0,0,1,6,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,PRJNA219758,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,0,1,4,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,PRJNA219766,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,1,0,0,1,6,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,PRJNA219768,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,0,0,1,1,0,5,South Korea,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,PRJNA219774,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,0,1,4,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,PRJNA219796,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,ATYPIC,preXDR,1,1,1,1,1,0,1,0,6,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,PRJNA219797,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,1,1,0,1,7,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,PRJNA219798,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,1,0,1,0,5,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,PRJNA219799,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,0,1,4,South Korea,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,PRJNA219800,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,0,0,1,0,5,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,PRJNA219806,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,0,1,0,0,1,5,South Korea,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,PRJNA219808,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,1,0,4,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,PRJNA219813,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,1,0,4,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,PRJNA219821,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,0,1,1,0,6,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,PRJNA219822,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,1,0,1,0,6,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,PRJNA219832,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,1,0,4,South Korea,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,PRJNA219833,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,1,0,0,1,0,4,South Korea,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,PRJNA219836,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,0,0,0,1,5,South Korea,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,PRJNA219839,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,0,0,0,1,5,South Korea,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,PRJNA226764,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,ATYPIC,preXDR,1,0,1,1,1,1,1,0,6,South Korea,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,PRJNA226766,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,0,1,1,0,6,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,PRJNA226778,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,ATYPIC,preXDR,1,1,1,1,1,0,0,1,6,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,SRR671724,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,0,0,1,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,SRR671751,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,preXDR,1,0,1,1,0,0,1,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,SRR671758,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,1,1,1,1,0,0,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,SRR671769,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,preXDR,1,1,1,1,0,0,1,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,SRR671774,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-4,T1,preXDR,1,1,1,1,0,0,1,0,5,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,SRR671784,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,preXDR,1,0,1,0,1,0,1,0,4,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
