sample	name	start	end	depth
Yale-TB082	Rv3854c	4326003	4327548	0
Yale-TB083	MTB000019	1473245	1473331	2
Yale-TB083	MTB000020	1473657	1476796	1
Yale-TB083	Rv0005	6571	6762	0
Yale-TB083	Rv0006	7360	7583	0
Yale-TB083	Rv0407	490733	491794	0
Yale-TB083	Rv0667	760307	761286	0
Yale-TB083	Rv0676c	775585	778906	0
Yale-TB083	Rv0678	778906	779488	0
Yale-TB083	Rv0701	800793	801462	0
Yale-TB083	Rv1173	1302805	1305502	0
Yale-TB083	Rv1305	1460997	1461291	0
Yale-TB083	Rv1483	1673409	1675012	1
Yale-TB083	Rv1694	1917939	1918747	0
Yale-TB083	Rv1908c	2153888	2156112	0
Yale-TB083	Rv2043c	2288676	2289272	0
Yale-TB083	Rv2416c	2714123	2715372	0
Yale-TB083	Rv2428	2726093	2726194	0
Yale-TB083	Rv2535c	2859299	2860451	0
Yale-TB083	Rv2983	3339068	3339763	0
Yale-TB083	Rv3261	3640493	3642882	0
Yale-TB083	Rv3547	3986794	3987300	0
Yale-TB083	Rv3795	4246586	4249653	0
Yale-TB083	Rv3854c	4326003	4327548	0
Yale-TB084	MTB000019	1473245	1473331	0
Yale-TB084	MTB000020	1473657	1476796	1
Yale-TB084	Rv0005	6571	6762	0
Yale-TB084	Rv0006	7360	7583	0
Yale-TB084	Rv0407	490733	491794	0
Yale-TB084	Rv0667	760307	761286	0
Yale-TB084	Rv0676c	775585	778906	0
Yale-TB084	Rv0678	778906	779488	0
Yale-TB084	Rv0701	800793	801462	0
Yale-TB084	Rv1173	1302805	1305502	0
Yale-TB084	Rv1305	1460997	1461291	0
Yale-TB084	Rv1483	1673409	1675012	0
Yale-TB084	Rv1694	1917939	1918747	0
Yale-TB084	Rv1908c	2153888	2156112	0
Yale-TB084	Rv2043c	2288676	2289272	0
Yale-TB084	Rv2416c	2714123	2715372	0
Yale-TB084	Rv2428	2726093	2726194	0
Yale-TB084	Rv2535c	2859299	2860451	0
Yale-TB084	Rv2983	3339068	3339763	0
Yale-TB084	Rv3261	3640493	3642882	0
Yale-TB084	Rv3547	3986794	3987300	0
Yale-TB084	Rv3795	4246586	4249653	0
Yale-TB084	Rv3854c	4326003	4327548	0
Yale-TB085	MTB000019	1473245	1473331	0
Yale-TB085	MTB000020	1473657	1476796	0
Yale-TB085	Rv0005	6571	6762	0
Yale-TB085	Rv0006	7360	7583	0
Yale-TB085	Rv0407	490733	491794	0
Yale-TB085	Rv0667	760307	761286	0
Yale-TB085	Rv0676c	775585	778906	0
Yale-TB085	Rv0678	778906	779488	0
Yale-TB085	Rv0701	800793	801462	0
Yale-TB085	Rv1173	1302805	1305502	0
Yale-TB085	Rv1305	1460997	1461291	0
Yale-TB085	Rv1483	1673409	1675012	0
Yale-TB085	Rv1694	1917939	1918747	0
Yale-TB085	Rv1908c	2153888	2156112	0
Yale-TB085	Rv2043c	2288676	2289272	0
Yale-TB085	Rv2416c	2714123	2715372	0
Yale-TB085	Rv2428	2726093	2726194	0
Yale-TB085	Rv2535c	2859299	2860451	0
Yale-TB085	Rv2983	3339068	3339763	0
Yale-TB085	Rv3261	3640493	3642882	0
Yale-TB085	Rv3547	3986794	3987300	0
Yale-TB085	Rv3795	4246586	4249653	0
Yale-TB085	Rv3854c	4326003	4327548	0
Yale-TB086	MTB000019	1473245	1473331	0
Yale-TB086	MTB000020	1473657	1476796	0
Yale-TB086	Rv0005	6571	6762	0
Yale-TB086	Rv0006	7360	7583	0
Yale-TB086	Rv0407	490733	491794	0
Yale-TB086	Rv0667	760307	761286	0
Yale-TB086	Rv0676c	775585	778906	0
Yale-TB086	Rv0678	778906	779488	0
Yale-TB086	Rv0701	800793	801462	0
Yale-TB086	Rv1173	1302805	1305502	0
Yale-TB086	Rv1305	1460997	1461291	0
Yale-TB086	Rv1483	1673409	1675012	0
Yale-TB086	Rv1694	1917939	1918747	0
Yale-TB086	Rv1908c	2153888	2156112	0
Yale-TB086	Rv2043c	2288676	2289272	0
Yale-TB086	Rv2416c	2714123	2715372	0
Yale-TB086	Rv2428	2726093	2726194	0
Yale-TB086	Rv2535c	2859299	2860451	0
Yale-TB086	Rv2983	3339068	3339763	0
Yale-TB086	Rv3261	3640493	3642882	0
Yale-TB086	Rv3547	3986794	3987300	0
Yale-TB086	Rv3795	4246586	4249653	0
Yale-TB086	Rv3854c	4326003	4327548	0
Yale-TB087	MTB000019	1473245	1473331	0
Yale-TB087	MTB000020	1473657	1476796	0
Yale-TB087	Rv0005	6571	6762	0
Yale-TB087	Rv0006	7360	7583	0
Yale-TB087	Rv0407	490733	491794	0
Yale-TB087	Rv0667	760307	761286	0
Yale-TB087	Rv0676c	775585	778906	0
Yale-TB087	Rv0678	778906	779488	0
Yale-TB087	Rv0701	800793	801462	0
Yale-TB087	Rv1173	1302805	1305502	0
Yale-TB087	Rv1305	1460997	1461291	0
Yale-TB087	Rv1483	1673409	1675012	0
Yale-TB087	Rv1694	1917939	1918747	0
Yale-TB087	Rv1908c	2153888	2156112	0
Yale-TB087	Rv2043c	2288676	2289272	0
Yale-TB087	Rv2416c	2714123	2715372	0
Yale-TB087	Rv2428	2726093	2726194	0
Yale-TB087	Rv2535c	2859299	2860451	0
Yale-TB087	Rv2983	3339068	3339763	0
Yale-TB087	Rv3261	3640493	3642882	0
Yale-TB087	Rv3547	3986794	3987300	0
Yale-TB087	Rv3795	4246586	4249653	0
Yale-TB087	Rv3854c	4326003	4327548	0
Yale-TB088	MTB000019	1473245	1473331	2343
Yale-TB088	MTB000020	1473657	1476796	2396
Yale-TB088	Rv0005	6571	6762	2816
Yale-TB088	Rv0006	7360	7583	2111
Yale-TB088	Rv0407	490733	491794	2197
Yale-TB088	Rv0667	760307	761286	2141
Yale-TB088	Rv0676c	775585	778906	2281
Yale-TB088	Rv0678	778906	779488	2325
Yale-TB088	Rv0701	800793	801462	2250
Yale-TB088	Rv1173	1302805	1305502	2057
Yale-TB088	Rv1305	1460997	1461291	2027
Yale-TB088	Rv1483	1673409	1675012	1979
Yale-TB088	Rv1694	1917939	1918747	1942
Yale-TB088	Rv1908c	2153888	2156112	1974
Yale-TB088	Rv2043c	2288676	2289272	1864
Yale-TB088	Rv2416c	2714123	2715372	2056
Yale-TB088	Rv2428	2726093	2726194	2248
Yale-TB088	Rv2535c	2859299	2860451	2044
Yale-TB088	Rv2983	3339068	3339763	1828
Yale-TB088	Rv3261	3640493	3642882	2023
Yale-TB088	Rv3547	3986794	3987300	2342
Yale-TB088	Rv3795	4246586	4249653	2136
Yale-TB088	Rv3854c	4326003	4327548	2472
Yale-TB089	MTB000019	1473245	1473331	1758
Yale-TB089	MTB000020	1473657	1476796	1792
Yale-TB089	Rv0005	6571	6762	2149
Yale-TB089	Rv0006	7360	7583	1848
Yale-TB089	Rv0407	490733	491794	1833
Yale-TB089	Rv0667	760307	761286	1748
Yale-TB089	Rv0676c	775585	778906	1834
Yale-TB089	Rv0678	778906	779488	1855
Yale-TB089	Rv0701	800793	801462	1833
Yale-TB089	Rv1173	1302805	1305502	1651
Yale-TB089	Rv1305	1460997	1461291	1640
Yale-TB089	Rv1483	1673409	1675012	1598
Yale-TB089	Rv1694	1917939	1918747	1591
Yale-TB089	Rv1908c	2153888	2156112	1566
Yale-TB089	Rv2043c	2288676	2289272	1726
Yale-TB089	Rv2416c	2714123	2715372	1688
Yale-TB089	Rv2428	2726093	2726194	1661
Yale-TB089	Rv2535c	2859299	2860451	1620
Yale-TB089	Rv2983	3339068	3339763	1480
Yale-TB089	Rv3261	3640493	3642882	1677
Yale-TB089	Rv3547	3986794	3987300	1831
Yale-TB089	Rv3795	4246586	4249653	1726
Yale-TB089	Rv3854c	4326003	4327548	1928
Yale-TB090	MTB000019	1473245	1473331	54
Yale-TB090	MTB000020	1473657	1476796	62
Yale-TB090	Rv0005	6571	6762	59
Yale-TB090	Rv0006	7360	7583	66
Yale-TB090	Rv0407	490733	491794	67
Yale-TB090	Rv0667	760307	761286	59
Yale-TB090	Rv0676c	775585	778906	87
Yale-TB090	Rv0678	778906	779488	86
Yale-TB090	Rv0701	800793	801462	79
Yale-TB090	Rv1173	1302805	1305502	80
Yale-TB090	Rv1305	1460997	1461291	65
Yale-TB090	Rv1483	1673409	1675012	92
Yale-TB090	Rv1694	1917939	1918747	87
Yale-TB090	Rv1908c	2153888	2156112	93
Yale-TB090	Rv2043c	2288676	2289272	95
Yale-TB090	Rv2416c	2714123	2715372	87
Yale-TB090	Rv2428	2726093	2726194	61
Yale-TB090	Rv2535c	2859299	2860451	83
Yale-TB090	Rv2983	3339068	3339763	99
Yale-TB090	Rv3261	3640493	3642882	72
Yale-TB090	Rv3547	3986794	3987300	68
Yale-TB090	Rv3795	4246586	4249653	82
Yale-TB090	Rv3854c	4326003	4327548	66
Yale-TB091	MTB000019	1473245	1473331	2
Yale-TB091	MTB000020	1473657	1476796	8
Yale-TB091	Rv0005	6571	6762	7
Yale-TB091	Rv0006	7360	7583	9
Yale-TB091	Rv0407	490733	491794	10
Yale-TB091	Rv0667	760307	761286	11
Yale-TB091	Rv0676c	775585	778906	15
Yale-TB091	Rv0678	778906	779488	9
Yale-TB091	Rv0701	800793	801462	12
Yale-TB091	Rv1173	1302805	1305502	10
Yale-TB091	Rv1305	1460997	1461291	9
Yale-TB091	Rv1483	1673409	1675012	12
Yale-TB091	Rv1694	1917939	1918747	13
Yale-TB091	Rv1908c	2153888	2156112	14
Yale-TB091	Rv2043c	2288676	2289272	10
Yale-TB091	Rv2416c	2714123	2715372	13
Yale-TB091	Rv2428	2726093	2726194	7
Yale-TB091	Rv2535c	2859299	2860451	11
Yale-TB091	Rv2983	3339068	3339763	10
Yale-TB091	Rv3261	3640493	3642882	11
Yale-TB091	Rv3547	3986794	3987300	9
Yale-TB091	Rv3795	4246586	4249653	12
Yale-TB091	Rv3854c	4326003	4327548	9
Yale-TB092	MTB000019	1473245	1473331	2
Yale-TB092	MTB000020	1473657	1476796	1
Yale-TB092	Rv0005	6571	6762	2
Yale-TB092	Rv0006	7360	7583	0
Yale-TB092	Rv0407	490733	491794	1
Yale-TB092	Rv0667	760307	761286	0
Yale-TB092	Rv0676c	775585	778906	1
Yale-TB092	Rv0678	778906	779488	1
Yale-TB092	Rv0701	800793	801462	0
Yale-TB092	Rv1173	1302805	1305502	1
Yale-TB092	Rv1305	1460997	1461291	0
Yale-TB092	Rv1483	1673409	1675012	1
Yale-TB092	Rv1694	1917939	1918747	1
Yale-TB092	Rv1908c	2153888	2156112	1
Yale-TB092	Rv2043c	2288676	2289272	1
Yale-TB092	Rv2416c	2714123	2715372	1
Yale-TB092	Rv2428	2726093	2726194	0
Yale-TB092	Rv2535c	2859299	2860451	1
Yale-TB092	Rv2983	3339068	3339763	1
Yale-TB092	Rv3261	3640493	3642882	1
Yale-TB092	Rv3547	3986794	3987300	0
Yale-TB092	Rv3795	4246586	4249653	1
Yale-TB092	Rv3854c	4326003	4327548	1
Yale-TB093	MTB000019	1473245	1473331	0
Yale-TB093	MTB000020	1473657	1476796	0
Yale-TB093	Rv0005	6571	6762	1
Yale-TB093	Rv0006	7360	7583	0
Yale-TB093	Rv0407	490733	491794	0
Yale-TB093	Rv0667	760307	761286	0
Yale-TB093	Rv0676c	775585	778906	0
Yale-TB093	Rv0678	778906	779488	1
Yale-TB093	Rv0701	800793	801462	0
Yale-TB093	Rv1173	1302805	1305502	0
Yale-TB093	Rv1305	1460997	1461291	0
Yale-TB093	Rv1483	1673409	1675012	0
Yale-TB093	Rv1694	1917939	1918747	0
Yale-TB093	Rv1908c	2153888	2156112	0
Yale-TB093	Rv2043c	2288676	2289272	0
Yale-TB093	Rv2416c	2714123	2715372	0
Yale-TB093	Rv2428	2726093	2726194	0
Yale-TB093	Rv2535c	2859299	2860451	0
Yale-TB093	Rv2983	3339068	3339763	1
Yale-TB093	Rv3261	3640493	3642882	0
Yale-TB093	Rv3547	3986794	3987300	0
Yale-TB093	Rv3795	4246586	4249653	0
Yale-TB093	Rv3854c	4326003	4327548	0
Yale-TB094	MTB000019	1473245	1473331	0
Yale-TB094	MTB000020	1473657	1476796	0
Yale-TB094	Rv0005	6571	6762	0
Yale-TB094	Rv0006	7360	7583	0
Yale-TB094	Rv0407	490733	491794	0
Yale-TB094	Rv0667	760307	761286	0
Yale-TB094	Rv0676c	775585	778906	0
Yale-TB094	Rv0678	778906	779488	0
Yale-TB094	Rv0701	800793	801462	0
Yale-TB094	Rv1173	1302805	1305502	0
Yale-TB094	Rv1305	1460997	1461291	0
Yale-TB094	Rv1483	1673409	1675012	0
Yale-TB094	Rv1694	1917939	1918747	0
Yale-TB094	Rv1908c	2153888	2156112	0
Yale-TB094	Rv2043c	2288676	2289272	0
Yale-TB094	Rv2416c	2714123	2715372	0
Yale-TB094	Rv2428	2726093	2726194	0
Yale-TB094	Rv2535c	2859299	2860451	0
Yale-TB094	Rv2983	3339068	3339763	0
Yale-TB094	Rv3261	3640493	3642882	0
Yale-TB094	Rv3547	3986794	3987300	0
Yale-TB094	Rv3795	4246586	4249653	0
Yale-TB094	Rv3854c	4326003	4327548	0
Yale-TB095	MTB000019	1473245	1473331	0
Yale-TB095	MTB000020	1473657	1476796	0
Yale-TB095	Rv0005	6571	6762	0
Yale-TB095	Rv0006	7360	7583	0
Yale-TB095	Rv0407	490733	491794	0
Yale-TB095	Rv0667	760307	761286	0
Yale-TB095	Rv0676c	775585	778906	0
Yale-TB095	Rv0678	778906	779488	0
Yale-TB095	Rv0701	800793	801462	0
Yale-TB095	Rv1173	1302805	1305502	0
Yale-TB095	Rv1305	1460997	1461291	0
Yale-TB095	Rv1483	1673409	1675012	0
Yale-TB095	Rv1694	1917939	1918747	0
Yale-TB095	Rv1908c	2153888	2156112	0
Yale-TB095	Rv2043c	2288676	2289272	0
Yale-TB095	Rv2416c	2714123	2715372	0
Yale-TB095	Rv2428	2726093	2726194	0
Yale-TB095	Rv2535c	2859299	2860451	0
Yale-TB095	Rv2983	3339068	3339763	0
Yale-TB095	Rv3261	3640493	3642882	0
Yale-TB095	Rv3547	3986794	3987300	0
Yale-TB095	Rv3795	4246586	4249653	0
Yale-TB095	Rv3854c	4326003	4327548	0
Yale-TB096	MTB000019	1473245	1473331	-1
Yale-TB096	MTB000020	1473657	1476796	-1
Yale-TB096	Rv0005	6571	6762	-1
Yale-TB096	Rv0006	7360	7583	-1
Yale-TB096	Rv0407	490733	491794	-1
Yale-TB096	Rv0667	760307	761286	-1
Yale-TB096	Rv0676c	775585	778906	-1
Yale-TB096	Rv0678	778906	779488	-1
Yale-TB096	Rv0701	800793	801462	-1
Yale-TB096	Rv1173	1302805	1305502	-1
Yale-TB096	Rv1305	1460997	1461291	-1
Yale-TB096	Rv1483	1673409	1675012	-1
Yale-TB096	Rv1694	1917939	1918747	-1
Yale-TB096	Rv1908c	2153888	2156112	-1
Yale-TB096	Rv2043c	2288676	2289272	-1
Yale-TB096	Rv2416c	2714123	2715372	-1
Yale-TB096	Rv2428	2726093	2726194	-1
Yale-TB096	Rv2535c	2859299	2860451	-1
Yale-TB096	Rv2983	3339068	3339763	-1
Yale-TB096	Rv3261	3640493	3642882	-1
Yale-TB096	Rv3547	3986794	3987300	-1
Yale-TB096	Rv3795	4246586	4249653	-1
Yale-TB096	Rv3854c	4326003	4327548	-1
Yale-TB097	MTB000019	1473245	1473331	0
Yale-TB097	MTB000020	1473657	1476796	0
Yale-TB097	Rv0005	6571	6762	0
Yale-TB097	Rv0006	7360	7583	0
Yale-TB097	Rv0407	490733	491794	0
Yale-TB097	Rv0667	760307	761286	0
Yale-TB097	Rv0676c	775585	778906	0
Yale-TB097	Rv0678	778906	779488	0
Yale-TB097	Rv0701	800793	801462	0
Yale-TB097	Rv1173	1302805	1305502	0
Yale-TB097	Rv1305	1460997	1461291	0
Yale-TB097	Rv1483	1673409	1675012	0
Yale-TB097	Rv1694	1917939	1918747	0
Yale-TB097	Rv1908c	2153888	2156112	0
Yale-TB097	Rv2043c	2288676	2289272	0
Yale-TB097	Rv2416c	2714123	2715372	0
Yale-TB097	Rv2428	2726093	2726194	0
Yale-TB097	Rv2535c	2859299	2860451	0
Yale-TB097	Rv2983	3339068	3339763	0
Yale-TB097	Rv3261	3640493	3642882	0
Yale-TB097	Rv3547	3986794	3987300	0
Yale-TB097	Rv3795	4246586	4249653	0
Yale-TB097	Rv3854c	4326003	4327548	0
Yale-TB098	MTB000019	1473245	1473331	-1
Yale-TB098	MTB000020	1473657	1476796	-1
Yale-TB098	Rv0005	6571	6762	-1
Yale-TB098	Rv0006	7360	7583	-1
Yale-TB098	Rv0407	490733	491794	-1
Yale-TB098	Rv0667	760307	761286	-1
Yale-TB098	Rv0676c	775585	778906	-1
Yale-TB098	Rv0678	778906	779488	-1
Yale-TB098	Rv0701	800793	801462	-1
Yale-TB098	Rv1173	1302805	1305502	-1
Yale-TB098	Rv1305	1460997	1461291	-1
Yale-TB098	Rv1483	1673409	1675012	-1
Yale-TB098	Rv1694	1917939	1918747	-1
Yale-TB098	Rv1908c	2153888	2156112	-1
Yale-TB098	Rv2043c	2288676	2289272	-1
Yale-TB098	Rv2416c	2714123	2715372	-1
Yale-TB098	Rv2428	2726093	2726194	-1
Yale-TB098	Rv2535c	2859299	2860451	-1
Yale-TB098	Rv2983	3339068	3339763	-1
Yale-TB098	Rv3261	3640493	3642882	-1
Yale-TB098	Rv3547	3986794	3987300	-1
Yale-TB098	Rv3795	4246586	4249653	-1
Yale-TB098	Rv3854c	4326003	4327548	-1
Yale-TB099	MTB000019	1473245	1473331	1026
Yale-TB099	MTB000020	1473657	1476796	1094
Yale-TB099	Rv0005	6571	6762	1153
Yale-TB099	Rv0006	7360	7583	907
Yale-TB099	Rv0407	490733	491794	926
Yale-TB099	Rv0667	760307	761286	921
Yale-TB099	Rv0676c	775585	778906	1055
Yale-TB099	Rv0678	778906	779488	1055
Yale-TB099	Rv0701	800793	801462	1081
Yale-TB099	Rv1173	1302805	1305502	957
Yale-TB099	Rv1305	1460997	1461291	948
Yale-TB099	Rv1483	1673409	1675012	940
Yale-TB099	Rv1694	1917939	1918747	951
Yale-TB099	Rv1908c	2153888	2156112	982
Yale-TB099	Rv2043c	2288676	2289272	1021
Yale-TB099	Rv2416c	2714123	2715372	1005
Yale-TB099	Rv2428	2726093	2726194	1048
Yale-TB099	Rv2535c	2859299	2860451	970
Yale-TB099	Rv2983	3339068	3339763	824
Yale-TB099	Rv3261	3640493	3642882	929
Yale-TB099	Rv3547	3986794	3987300	1012
Yale-TB099	Rv3795	4246586	4249653	968
Yale-TB099	Rv3854c	4326003	4327548	1073
Yale-TB100	MTB000019	1473245	1473331	649
Yale-TB100	MTB000020	1473657	1476796	676
Yale-TB100	Rv0005	6571	6762	664
Yale-TB100	Rv0006	7360	7583	601
Yale-TB100	Rv0407	490733	491794	609
Yale-TB100	Rv0667	760307	761286	573
Yale-TB100	Rv0676c	775585	778906	686
Yale-TB100	Rv0678	778906	779488	683
Yale-TB100	Rv0701	800793	801462	660
Yale-TB100	Rv1173	1302805	1305502	596
Yale-TB100	Rv1305	1460997	1461291	566
Yale-TB100	Rv1483	1673409	1675012	590
Yale-TB100	Rv1694	1917939	1918747	636
Yale-TB100	Rv1908c	2153888	2156112	606
Yale-TB100	Rv2043c	2288676	2289272	640
Yale-TB100	Rv2416c	2714123	2715372	628
Yale-TB100	Rv2428	2726093	2726194	677
Yale-TB100	Rv2535c	2859299	2860451	585
Yale-TB100	Rv2983	3339068	3339763	524
Yale-TB100	Rv3261	3640493	3642882	587
Yale-TB100	Rv3547	3986794	3987300	709
Yale-TB100	Rv3795	4246586	4249653	590
Yale-TB100	Rv3854c	4326003	4327548	709
Yale-TB101	MTB000019	1473245	1473331	55
Yale-TB101	MTB000020	1473657	1476796	85
Yale-TB101	Rv0005	6571	6762	168
Yale-TB101	Rv0006	7360	7583	194
Yale-TB101	Rv0407	490733	491794	260
Yale-TB101	Rv0667	760307	761286	205
Yale-TB101	Rv0676c	775585	778906	222
Yale-TB101	Rv0678	778906	779488	224
Yale-TB101	Rv0701	800793	801462	270
Yale-TB101	Rv1173	1302805	1305502	292
Yale-TB101	Rv1305	1460997	1461291	161
Yale-TB101	Rv1483	1673409	1675012	264
Yale-TB101	Rv1694	1917939	1918747	347
Yale-TB101	Rv1908c	2153888	2156112	232
Yale-TB101	Rv2043c	2288676	2289272	280
Yale-TB101	Rv2416c	2714123	2715372	335
Yale-TB101	Rv2428	2726093	2726194	181
Yale-TB101	Rv2535c	2859299	2860451	295
Yale-TB101	Rv2983	3339068	3339763	296
Yale-TB101	Rv3261	3640493	3642882	315
Yale-TB101	Rv3547	3986794	3987300	284
Yale-TB101	Rv3795	4246586	4249653	317
Yale-TB101	Rv3854c	4326003	4327548	212
Yale-TB102	MTB000019	1473245	1473331	4
Yale-TB102	MTB000020	1473657	1476796	3
Yale-TB102	Rv0005	6571	6762	8
Yale-TB102	Rv0006	7360	7583	6
Yale-TB102	Rv0407	490733	491794	10
Yale-TB102	Rv0667	760307	761286	8
Yale-TB102	Rv0676c	775585	778906	8
Yale-TB102	Rv0678	778906	779488	7
Yale-TB102	Rv0701	800793	801462	8
Yale-TB102	Rv1173	1302805	1305502	9
Yale-TB102	Rv1305	1460997	1461291	4
Yale-TB102	Rv1483	1673409	1675012	8
Yale-TB102	Rv1694	1917939	1918747	14
Yale-TB102	Rv1908c	2153888	2156112	8
Yale-TB102	Rv2043c	2288676	2289272	7
Yale-TB102	Rv2416c	2714123	2715372	12
Yale-TB102	Rv2428	2726093	2726194	10
Yale-TB102	Rv2535c	2859299	2860451	9
Yale-TB102	Rv2983	3339068	3339763	13
Yale-TB102	Rv3261	3640493	3642882	10
Yale-TB102	Rv3547	3986794	3987300	10
Yale-TB102	Rv3795	4246586	4249653	8
Yale-TB102	Rv3854c	4326003	4327548	7
Yale-TB103	MTB000019	1473245	1473331	0
Yale-TB103	MTB000020	1473657	1476796	1
Yale-TB103	Rv0005	6571	6762	0
Yale-TB103	Rv0006	7360	7583	1
Yale-TB103	Rv0407	490733	491794	2
Yale-TB103	Rv0667	760307	761286	2
Yale-TB103	Rv0676c	775585	778906	3
Yale-TB103	Rv0678	778906	779488	2
Yale-TB103	Rv0701	800793	801462	3
Yale-TB103	Rv1173	1302805	1305502	4
Yale-TB103	Rv1305	1460997	1461291	0
Yale-TB103	Rv1483	1673409	1675012	3
Yale-TB103	Rv1694	1917939	1918747	3
Yale-TB103	Rv1908c	2153888	2156112	3
Yale-TB103	Rv2043c	2288676	2289272	1
Yale-TB103	Rv2416c	2714123	2715372	3
Yale-TB103	Rv2428	2726093	2726194	2
Yale-TB103	Rv2535c	2859299	2860451	5
Yale-TB103	Rv2983	3339068	3339763	3
Yale-TB103	Rv3261	3640493	3642882	2
Yale-TB103	Rv3547	3986794	3987300	3
Yale-TB103	Rv3795	4246586	4249653	4
Yale-TB103	Rv3854c	4326003	4327548	4
Yale-TB104	MTB000019	1473245	1473331	0
Yale-TB104	MTB000020	1473657	1476796	0
Yale-TB104	Rv0005	6571	6762	0
Yale-TB104	Rv0006	7360	7583	0
Yale-TB104	Rv0407	490733	491794	0
Yale-TB104	Rv0667	760307	761286	0
Yale-TB104	Rv0676c	775585	778906	0
Yale-TB104	Rv0678	778906	779488	0
Yale-TB104	Rv0701	800793	801462	0
Yale-TB104	Rv1173	1302805	1305502	1
Yale-TB104	Rv1305	1460997	1461291	0
Yale-TB104	Rv1483	1673409	1675012	0
Yale-TB104	Rv1694	1917939	1918747	0
Yale-TB104	Rv1908c	2153888	2156112	0
Yale-TB104	Rv2043c	2288676	2289272	0
Yale-TB104	Rv2416c	2714123	2715372	0
Yale-TB104	Rv2428	2726093	2726194	1
Yale-TB104	Rv2535c	2859299	2860451	1
Yale-TB104	Rv2983	3339068	3339763	0
Yale-TB104	Rv3261	3640493	3642882	0
Yale-TB104	Rv3547	3986794	3987300	0
Yale-TB104	Rv3795	4246586	4249653	0
Yale-TB104	Rv3854c	4326003	4327548	0
Yale-TB105	MTB000019	1473245	1473331	0
Yale-TB105	MTB000020	1473657	1476796	0
Yale-TB105	Rv0005	6571	6762	0
Yale-TB105	Rv0006	7360	7583	0
Yale-TB105	Rv0407	490733	491794	0
Yale-TB105	Rv0667	760307	761286	0
Yale-TB105	Rv0676c	775585	778906	0
Yale-TB105	Rv0678	778906	779488	0
Yale-TB105	Rv0701	800793	801462	0
Yale-TB105	Rv1173	1302805	1305502	0
Yale-TB105	Rv1305	1460997	1461291	0
Yale-TB105	Rv1483	1673409	1675012	0
Yale-TB105	Rv1694	1917939	1918747	0
Yale-TB105	Rv1908c	2153888	2156112	0
Yale-TB105	Rv2043c	2288676	2289272	0
Yale-TB105	Rv2416c	2714123	2715372	0
Yale-TB105	Rv2428	2726093	2726194	0
Yale-TB105	Rv2535c	2859299	2860451	0
Yale-TB105	Rv2983	3339068	3339763	0
Yale-TB105	Rv3261	3640493	3642882	0
Yale-TB105	Rv3547	3986794	3987300	0
Yale-TB105	Rv3795	4246586	4249653	0
Yale-TB105	Rv3854c	4326003	4327548	0
Yale-TB106	MTB000019	1473245	1473331	0
Yale-TB106	MTB000020	1473657	1476796	0
Yale-TB106	Rv0005	6571	6762	0
Yale-TB106	Rv0006	7360	7583	0
Yale-TB106	Rv0407	490733	491794	0
Yale-TB106	Rv0667	760307	761286	0
Yale-TB106	Rv0676c	775585	778906	0
Yale-TB106	Rv0678	778906	779488	0
Yale-TB106	Rv0701	800793	801462	0
Yale-TB106	Rv1173	1302805	1305502	0
Yale-TB106	Rv1305	1460997	1461291	0
Yale-TB106	Rv1483	1673409	1675012	0
Yale-TB106	Rv1694	1917939	1918747	0
Yale-TB106	Rv1908c	2153888	2156112	0
Yale-TB106	Rv2043c	2288676	2289272	0
Yale-TB106	Rv2416c	2714123	2715372	0
Yale-TB106	Rv2428	2726093	2726194	0
Yale-TB106	Rv2535c	2859299	2860451	0
Yale-TB106	Rv2983	3339068	3339763	0
Yale-TB106	Rv3261	3640493	3642882	0
Yale-TB106	Rv3547	3986794	3987300	0
Yale-TB106	Rv3795	4246586	4249653	0
Yale-TB106	Rv3854c	4326003	4327548	0
Yale-TB107	MTB000019	1473245	1473331	0
Yale-TB107	MTB000020	1473657	1476796	0
Yale-TB107	Rv0005	6571	6762	0
Yale-TB107	Rv0006	7360	7583	0
Yale-TB107	Rv0407	490733	491794	0
Yale-TB107	Rv0667	760307	761286	0
Yale-TB107	Rv0676c	775585	778906	0
Yale-TB107	Rv0678	778906	779488	0
Yale-TB107	Rv0701	800793	801462	0
Yale-TB107	Rv1173	1302805	1305502	0
Yale-TB107	Rv1305	1460997	1461291	0
Yale-TB107	Rv1483	1673409	1675012	0
Yale-TB107	Rv1694	1917939	1918747	0
Yale-TB107	Rv1908c	2153888	2156112	0
Yale-TB107	Rv2043c	2288676	2289272	0
Yale-TB107	Rv2416c	2714123	2715372	0
Yale-TB107	Rv2428	2726093	2726194	0
Yale-TB107	Rv2535c	2859299	2860451	0
Yale-TB107	Rv2983	3339068	3339763	0
Yale-TB107	Rv3261	3640493	3642882	0
Yale-TB107	Rv3547	3986794	3987300	0
Yale-TB107	Rv3795	4246586	4249653	0
Yale-TB107	Rv3854c	4326003	4327548	0
Yale-TB108	MTB000019	1473245	1473331	-1
Yale-TB108	MTB000020	1473657	1476796	-1
Yale-TB108	Rv0005	6571	6762	-1
Yale-TB108	Rv0006	7360	7583	-1
Yale-TB108	Rv0407	490733	491794	-1
Yale-TB108	Rv0667	760307	761286	-1
Yale-TB108	Rv0676c	775585	778906	-1
Yale-TB108	Rv0678	778906	779488	-1
Yale-TB108	Rv0701	800793	801462	-1
Yale-TB108	Rv1173	1302805	1305502	-1
